Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Pearl,Paper Rex,13,6,7,,EDward Gaming,11,5,6,,1:16:34
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,Paper Rex,5,2,3,,EDward Gaming,13,3,10,,40:51
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,Paper Rex,13,7,6,,EDward Gaming,8,3,5,,
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,Leviatán,13,8,5,,Team Liquid,10,6,4,,1:04:37
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,Leviatán,13,6,7,,Team Liquid,10,4,6,,1:05:07
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,ZETA DIVISION,8,7,1,,LOUD,13,8,5,,1:05:35
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,ZETA DIVISION,9,7,2,,LOUD,13,8,5,,51:21
Valorant Champions 2022,Group Stage,Opening (B),OpTic Gaming vs BOOM Esports,Breeze,OpTic Gaming,16,4,8,4,BOOM Esports,18,4,8,6,1:46:49
Valorant Champions 2022,Group Stage,Opening (B),OpTic Gaming vs BOOM Esports,Bind,OpTic Gaming,13,10,3,,BOOM Esports,5,3,2,,38:28
Valorant Champions 2022,Group Stage,Opening (B),OpTic Gaming vs BOOM Esports,Fracture,OpTic Gaming,13,9,4,,BOOM Esports,3,0,3,,
Valorant Champions 2022,Group Stage,Winner's (A),Paper Rex vs Leviatán,Haven,Paper Rex,8,6,2,,Leviatán,13,7,6,,1:04:03
Valorant Champions 2022,Group Stage,Winner's (A),Paper Rex vs Leviatán,Bind,Paper Rex,11,6,5,,Leviatán,13,7,6,,56:36
Valorant Champions 2022,Group Stage,Opening (D),DRX vs FURIA,Ascent,DRX,16,3,9,4,FURIA,14,3,9,2,1:26:13
Valorant Champions 2022,Group Stage,Opening (D),DRX vs FURIA,Haven,DRX,13,8,5,,FURIA,4,0,4,,45:02
Valorant Champions 2022,Group Stage,Opening (D),FNATIC vs 100 Thieves,Pearl,FNATIC,10,6,4,,100 Thieves,13,7,6,,1:12:37
Valorant Champions 2022,Group Stage,Opening (D),FNATIC vs 100 Thieves,Bind,FNATIC,13,8,5,,100 Thieves,7,3,4,,45:59
Valorant Champions 2022,Group Stage,Opening (D),FNATIC vs 100 Thieves,Haven,FNATIC,7,6,1,,100 Thieves,13,7,6,,
Valorant Champions 2022,Group Stage,Winner's (B),OpTic Gaming vs LOUD,Breeze,OpTic Gaming,7,1,6,,LOUD,13,2,11,,56:31
Valorant Champions 2022,Group Stage,Winner's (B),OpTic Gaming vs LOUD,Fracture,OpTic Gaming,13,6,7,,LOUD,10,4,6,,54:16
Valorant Champions 2022,Group Stage,Winner's (B),OpTic Gaming vs LOUD,Pearl,OpTic Gaming,13,9,4,,LOUD,3,0,3,,
Valorant Champions 2022,Group Stage,Opening (C),XSET vs XERXIA Esports,Fracture,XSET,13,7,6,,XERXIA Esports,11,6,5,,1:15:18
Valorant Champions 2022,Group Stage,Opening (C),XSET vs XERXIA Esports,Icebox,XSET,13,7,6,,XERXIA Esports,10,5,5,,53:54
Valorant Champions 2022,Group Stage,Opening (C),FunPlus Phoenix vs KRÜ Esports,Icebox,FunPlus Phoenix,14,3,9,2,KRÜ Esports,12,3,9,0,1:12:18
Valorant Champions 2022,Group Stage,Opening (C),FunPlus Phoenix vs KRÜ Esports,Bind,FunPlus Phoenix,13,5,8,,KRÜ Esports,10,3,7,,56:00
Valorant Champions 2022,Group Stage,Winner's (D),DRX vs 100 Thieves,Breeze,DRX,18,7,5,6,100 Thieves,16,7,5,4,1:28:41
Valorant Champions 2022,Group Stage,Winner's (D),DRX vs 100 Thieves,Fracture,DRX,13,9,4,,100 Thieves,9,6,3,,49:27
Valorant Champions 2022,Group Stage,Elimination (B),BOOM Esports vs ZETA DIVISION,Haven,BOOM Esports,13,4,9,,ZETA DIVISION,11,3,8,,1:16:08
Valorant Champions 2022,Group Stage,Elimination (B),BOOM Esports vs ZETA DIVISION,Pearl,BOOM Esports,11,4,7,,ZETA DIVISION,13,5,8,,54:13
Valorant Champions 2022,Group Stage,Elimination (B),BOOM Esports vs ZETA DIVISION,Fracture,BOOM Esports,2,2,0,,ZETA DIVISION,13,3,10,,
Valorant Champions 2022,Group Stage,Elimination (A),EDward Gaming vs Team Liquid,Bind,EDward Gaming,5,4,1,,Team Liquid,13,5,8,,52:32
Valorant Champions 2022,Group Stage,Elimination (A),EDward Gaming vs Team Liquid,Breeze,EDward Gaming,12,5,7,0,Team Liquid,14,5,7,2,56:20
Valorant Champions 2022,Group Stage,Elimination (C),KRÜ Esports vs XERXIA Esports,Icebox,KRÜ Esports,13,9,4,,XERXIA Esports,4,1,3,,53:48
Valorant Champions 2022,Group Stage,Elimination (C),KRÜ Esports vs XERXIA Esports,Haven,KRÜ Esports,7,4,3,,XERXIA Esports,13,5,8,,44:29
Valorant Champions 2022,Group Stage,Elimination (C),KRÜ Esports vs XERXIA Esports,Ascent,KRÜ Esports,13,7,6,,XERXIA Esports,6,1,5,,
Valorant Champions 2022,Group Stage,Elimination (D),FURIA vs FNATIC,Icebox,FURIA,13,7,6,,FNATIC,9,4,5,,1:09:44
Valorant Champions 2022,Group Stage,Elimination (D),FURIA vs FNATIC,Breeze,FURIA,7,2,5,,FNATIC,13,3,10,,48:03
Valorant Champions 2022,Group Stage,Elimination (D),FURIA vs FNATIC,Haven,FURIA,11,6,5,,FNATIC,13,7,6,,
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,Pearl,FunPlus Phoenix,7,6,1,,XSET,13,7,6,,1:00:59
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,Fracture,FunPlus Phoenix,13,8,5,,XSET,4,0,4,,45:10
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,Breeze,FunPlus Phoenix,5,1,4,,XSET,13,2,11,,
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Haven,Paper Rex,13,5,7,1,Team Liquid,15,5,7,3,1:20:45
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Pearl,Paper Rex,13,8,5,,Team Liquid,4,0,4,,44:18
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Ascent,Paper Rex,8,4,4,,Team Liquid,13,5,8,,
Valorant Champions 2022,Group Stage,Decider (B),LOUD vs ZETA DIVISION,Bind,LOUD,13,7,6,,ZETA DIVISION,11,6,5,,1:06:21
Valorant Champions 2022,Group Stage,Decider (B),LOUD vs ZETA DIVISION,Ascent,LOUD,13,7,6,,ZETA DIVISION,5,0,5,,40:20
Valorant Champions 2022,Group Stage,Decider (C),FunPlus Phoenix vs KRÜ Esports,Icebox,FunPlus Phoenix,13,7,6,,KRÜ Esports,9,4,5,,1:06:02
Valorant Champions 2022,Group Stage,Decider (C),FunPlus Phoenix vs KRÜ Esports,Ascent,FunPlus Phoenix,13,9,4,,KRÜ Esports,4,1,3,,39:37
Valorant Champions 2022,Group Stage,Decider (D),100 Thieves vs FNATIC,Bind,100 Thieves,5,2,3,,FNATIC,13,3,10,,1:02:00
Valorant Champions 2022,Group Stage,Decider (D),100 Thieves vs FNATIC,Ascent,100 Thieves,7,4,3,,FNATIC,13,5,8,,47:45
Valorant Champions 2022,Playoffs,Upper Quarterfinals,Leviatán vs LOUD,Icebox,Leviatán,12,8,4,0,LOUD,14,8,4,2,1:27:06
Valorant Champions 2022,Playoffs,Upper Quarterfinals,Leviatán vs LOUD,Haven,Leviatán,6,5,1,,LOUD,13,6,7,,45:27
Valorant Champions 2022,Playoffs,Upper Quarterfinals,DRX vs FunPlus Phoenix,Ascent,DRX,19,7,5,7,FunPlus Phoenix,17,7,5,5,1:36:54
Valorant Champions 2022,Playoffs,Upper Quarterfinals,DRX vs FunPlus Phoenix,Breeze,DRX,13,9,4,,FunPlus Phoenix,5,2,3,,41:14
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,Breeze,OpTic Gaming,7,3,4,,Team Liquid,13,4,9,,1:01:49
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,Bind,OpTic Gaming,13,7,6,,Team Liquid,8,3,5,,55:38
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,Ascent,OpTic Gaming,13,10,3,,Team Liquid,8,6,2,,
Valorant Champions 2022,Playoffs,Upper Quarterfinals,XSET vs FNATIC,Pearl,XSET,13,9,4,,FNATIC,8,5,3,,1:03:19
Valorant Champions 2022,Playoffs,Upper Quarterfinals,XSET vs FNATIC,Fracture,XSET,13,5,8,,FNATIC,11,4,7,,53:57
Valorant Champions 2022,Playoffs,Lower Round 1,FunPlus Phoenix vs Leviatán,Icebox,FunPlus Phoenix,13,8,5,,Leviatán,6,2,4,,1:02:48
Valorant Champions 2022,Playoffs,Lower Round 1,FunPlus Phoenix vs Leviatán,Ascent,FunPlus Phoenix,13,5,8,,Leviatán,11,4,7,,1:00:21
Valorant Champions 2022,Playoffs,Lower Round 1,Team Liquid vs FNATIC,Bind,Team Liquid,6,3,3,,FNATIC,13,4,9,,1:00:21
Valorant Champions 2022,Playoffs,Lower Round 1,Team Liquid vs FNATIC,Haven,Team Liquid,7,5,2,,FNATIC,13,6,7,,47:03
Valorant Champions 2022,Playoffs,Upper Semifinals,DRX vs LOUD,Breeze,DRX,11,9,2,,LOUD,13,10,3,,1:11:32
Valorant Champions 2022,Playoffs,Upper Semifinals,DRX vs LOUD,Haven,DRX,6,4,2,,LOUD,13,5,8,,39:36
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,Haven,OpTic Gaming,13,4,9,,XSET,9,1,8,,1:06:58
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,Ascent,OpTic Gaming,11,3,8,,XSET,13,4,9,,56:05
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,Pearl,OpTic Gaming,13,8,5,,XSET,8,4,4,,
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,Icebox,DRX,7,5,2,,FNATIC,13,6,7,,1:03:26
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,Ascent,DRX,14,4,8,2,FNATIC,12,4,8,0,1:10:04
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,Fracture,DRX,13,6,7,,FNATIC,9,3,6,,
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,Pearl,XSET,13,5,8,,FunPlus Phoenix,11,4,7,,1:13:37
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,Bind,XSET,10,5,5,,FunPlus Phoenix,13,6,7,,58:45
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,Ascent,XSET,11,5,6,,FunPlus Phoenix,13,6,7,,
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,Bind,LOUD,13,6,7,,OpTic Gaming,10,4,6,,56:34
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,Ascent,LOUD,13,9,4,,OpTic Gaming,3,0,3,,38:19
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,Icebox,FunPlus Phoenix,11,5,6,,DRX,13,6,7,,1:10:16
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,Haven,FunPlus Phoenix,9,9,0,,DRX,13,10,3,,50:53
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Bind,OpTic Gaming,13,7,6,,DRX,8,3,5,,1:04:58
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Breeze,OpTic Gaming,13,8,5,,DRX,5,1,4,,41:09
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Fracture,OpTic Gaming,8,5,3,,DRX,13,6,7,,48:14
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Ascent,OpTic Gaming,6,3,3,,DRX,13,4,9,,50:22
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Haven,OpTic Gaming,13,8,5,,DRX,10,6,4,,
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Ascent,LOUD,15,5,7,3,OpTic Gaming,13,5,7,1,1:23:44
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Bind,LOUD,6,2,4,,OpTic Gaming,13,3,10,,56:19
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Breeze,LOUD,16,6,6,4,OpTic Gaming,14,6,6,2,1:10:53
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Haven,LOUD,13,7,6,,OpTic Gaming,5,0,5,,41:16
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Haven,Ninjas In Pyjamas,8,4,4,,9z Team,13,5,8,,41:47
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Ascent,Ninjas In Pyjamas,13,9,4,,9z Team,4,1,3,,36:24
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Fracture,Ninjas In Pyjamas,12,8,4,0,9z Team,14,8,4,2,
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,Ascent,FUSION,7,4,3,,FURIA,13,5,8,,46:28
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,Fracture,FUSION,7,6,1,,FURIA,13,7,6,,42:21
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,Bind,Keyd Stars,13,7,6,,E-Xolos LAZER,11,6,5,,56:04
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,Fracture,Keyd Stars,13,10,3,,E-Xolos LAZER,6,4,2,,41:35
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,Breeze,KRÜ Esports,13,8,5,,TBK Esports,5,1,4,,37:52
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,Haven,KRÜ Esports,4,3,1,,TBK Esports,13,4,9,,32:35
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,Ascent,KRÜ Esports,14,8,4,2,TBK Esports,12,8,4,0,
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,Ascent,9z Team,7,4,3,,FURIA,13,5,8,,46:12
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,Bind,9z Team,3,1,2,,FURIA,13,2,11,,31:55
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,Breeze,KRÜ Esports,13,5,8,,Keyd Stars,10,3,7,,52:36
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,Fracture,KRÜ Esports,13,7,6,,Keyd Stars,8,3,5,,43:22
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,Ninjas In Pyjamas vs FUSION,Breeze,Ninjas In Pyjamas,13,7,6,,FUSION,11,6,5,,47:03
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,Ninjas In Pyjamas vs FUSION,Icebox,Ninjas In Pyjamas,13,8,5,,FUSION,5,1,4,,34:56
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,TBK Esports vs E-Xolos LAZER,Fracture,TBK Esports,13,11,2,,E-Xolos LAZER,4,3,1,,36:16
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,TBK Esports vs E-Xolos LAZER,Haven,TBK Esports,11,6,5,,E-Xolos LAZER,13,7,6,,51:21
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,TBK Esports vs E-Xolos LAZER,Bind,TBK Esports,18,4,8,6,E-Xolos LAZER,16,4,8,4,
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 2,9z Team vs TBK Esports,Bind,9z Team,7,5,2,,TBK Esports,13,6,7,,50:04
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 2,9z Team vs TBK Esports,Haven,9z Team,12,6,6,0,TBK Esports,14,6,6,2,57:44
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 2,Keyd Stars vs Ninjas In Pyjamas,Breeze,Keyd Stars,10,5,5,,Ninjas In Pyjamas,13,6,7,,45:41
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 2,Keyd Stars vs Ninjas In Pyjamas,Ascent,Keyd Stars,16,6,6,4,Ninjas In Pyjamas,14,6,6,2,1:03:20
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 2,Keyd Stars vs Ninjas In Pyjamas,Icebox,Keyd Stars,13,11,2,,Ninjas In Pyjamas,2,1,1,,
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 3,Keyd Stars vs TBK Esports,Breeze,Keyd Stars,11,8,3,,TBK Esports,13,9,4,,57:21
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 3,Keyd Stars vs TBK Esports,Bind,Keyd Stars,13,7,6,,TBK Esports,10,5,5,,54:16
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 3,Keyd Stars vs TBK Esports,Fracture,Keyd Stars,8,5,3,,TBK Esports,13,6,7,,
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Final,FURIA vs KRÜ Esports,Breeze,FURIA,9,5,4,,KRÜ Esports,13,6,7,,50:58
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Final,FURIA vs KRÜ Esports,Ascent,FURIA,14,5,7,2,KRÜ Esports,16,5,7,4,1:11:12
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Final,FURIA vs KRÜ Esports,Icebox,FURIA,6,4,2,,KRÜ Esports,13,5,8,,41:42
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Final,FURIA vs TBK Esports,Ascent,FURIA,13,5,8,,TBK Esports,11,4,7,,1:02:52
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Final,FURIA vs TBK Esports,Fracture,FURIA,13,7,6,,TBK Esports,6,1,5,,40:25
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Final,FURIA vs TBK Esports,Breeze,FURIA,13,5,8,,TBK Esports,10,3,7,,50:10
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,The Guard vs Sentinels,Breeze,The Guard,13,5,7,1,Sentinels,15,5,7,3,1:06:26
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,The Guard vs Sentinels,Ascent,The Guard,13,6,7,,Sentinels,10,4,6,,55:17
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,The Guard vs Sentinels,Icebox,The Guard,15,7,5,3,Sentinels,13,7,5,1,
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Evil Geniuses,Icebox,FaZe Clan,11,8,3,,Evil Geniuses,13,9,4,,56:58
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Evil Geniuses,Breeze,FaZe Clan,15,4,8,3,Evil Geniuses,13,4,8,1,1:01:27
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Evil Geniuses,Ascent,FaZe Clan,19,6,6,7,Evil Geniuses,17,6,6,5,
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,NRG Esports vs 100 Thieves,Icebox,NRG Esports,13,6,7,,100 Thieves,11,5,6,,59:42
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,NRG Esports vs 100 Thieves,Bind,NRG Esports,7,5,2,,100 Thieves,13,6,7,,46:56
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,NRG Esports vs 100 Thieves,Ascent,NRG Esports,11,6,5,,100 Thieves,13,7,6,,
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Shopify Rebellion vs Cloud9,Ascent,Shopify Rebellion,10,6,4,,Cloud9,13,7,6,,51:02
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Shopify Rebellion vs Cloud9,Fracture,Shopify Rebellion,15,7,5,3,Cloud9,17,7,5,5,1:07:55
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,The Guard vs Cloud9,Fracture,The Guard,13,5,8,,Cloud9,9,2,7,,50:01
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,The Guard vs Cloud9,Ascent,The Guard,13,7,6,,Cloud9,11,6,5,,54:15
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Sentinels vs Shopify Rebellion,Breeze,Sentinels,13,5,8,,Shopify Rebellion,8,1,7,,47:21
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Sentinels vs Shopify Rebellion,Fracture,Sentinels,17,5,7,5,Shopify Rebellion,15,5,7,3,1:05:49
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,FaZe Clan vs 100 Thieves,Haven,FaZe Clan,13,8,5,,100 Thieves,6,2,4,,41:09
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,FaZe Clan vs 100 Thieves,Breeze,FaZe Clan,8,4,4,,100 Thieves,13,5,8,,45:13
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,FaZe Clan vs 100 Thieves,Ascent,FaZe Clan,13,3,10,,100 Thieves,9,0,9,,
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Evil Geniuses vs NRG Esports,Bind,Evil Geniuses,6,6,0,,NRG Esports,13,7,6,,44:00
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Evil Geniuses vs NRG Esports,Icebox,Evil Geniuses,12,5,7,0,NRG Esports,14,5,7,2,1:01:39
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,100 Thieves vs Sentinels,Fracture,100 Thieves,15,8,4,3,Sentinels,17,8,4,5,1:05:20
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,100 Thieves vs Sentinels,Breeze,100 Thieves,13,7,6,,Sentinels,7,2,5,,44:18
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,100 Thieves vs Sentinels,Haven,100 Thieves,13,8,5,,Sentinels,11,7,4,,
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs NRG Esports,Breeze,Cloud9,13,9,4,,NRG Esports,7,4,3,,46:00
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs NRG Esports,Icebox,Cloud9,13,6,7,,NRG Esports,8,2,6,,48:49
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,The Guard vs FaZe Clan,Haven,The Guard,13,8,5,,FaZe Clan,5,1,4,,
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,The Guard vs FaZe Clan,Icebox,The Guard,13,8,5,,FaZe Clan,7,3,4,,46:41
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,100 Thieves vs Cloud9,Ascent,100 Thieves,13,7,6,,Cloud9,7,2,5,,47:26
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,100 Thieves vs Cloud9,Fracture,100 Thieves,13,7,6,,Cloud9,10,5,5,,51:29
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Final,FaZe Clan vs 100 Thieves,Icebox,FaZe Clan,10,6,4,,100 Thieves,13,7,6,,54:59
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Final,FaZe Clan vs 100 Thieves,Breeze,FaZe Clan,6,5,1,,100 Thieves,13,6,7,,40:01
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Final,FaZe Clan vs 100 Thieves,Ascent,FaZe Clan,3,3,0,,100 Thieves,13,4,9,,38:09
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,The Guard vs 100 Thieves,Icebox,The Guard,7,4,3,,100 Thieves,13,5,8,,44:30
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,The Guard vs 100 Thieves,Fracture,The Guard,6,3,3,,100 Thieves,13,4,9,,42:48
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,The Guard vs 100 Thieves,Haven,The Guard,9,5,4,,100 Thieves,13,6,7,,50:38
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,G2 Esports vs OG LDN UTD,Haven,G2 Esports,5,4,1,,OG LDN UTD,13,5,8,,37:34
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,G2 Esports vs OG LDN UTD,Ascent,G2 Esports,6,4,2,,OG LDN UTD,13,5,8,,45:48
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,M3 Champions vs Acend,Split,M3 Champions,9,6,3,,Acend,13,7,6,,53:47
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,M3 Champions vs Acend,Breeze,M3 Champions,13,7,6,,Acend,10,5,5,,50:14
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,M3 Champions vs Acend,Fracture,M3 Champions,13,8,5,,Acend,6,2,4,,
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,Team Liquid vs BBL Esports,Ascent,Team Liquid,13,5,8,,BBL Esports,11,4,7,,56:08
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,Team Liquid vs BBL Esports,Icebox,Team Liquid,13,11,2,,BBL Esports,1,0,1,,29:54
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,Guild Esports vs Natus Vincere,Haven,Guild Esports,11,4,7,,Natus Vincere,13,5,8,,1:00:01
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,Guild Esports vs Natus Vincere,Split,Guild Esports,13,6,7,,Natus Vincere,11,5,6,,57:48
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,Guild Esports vs Natus Vincere,Icebox,Guild Esports,9,4,5,,Natus Vincere,13,5,8,,
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 1,G2 Esports vs Acend,Fracture,G2 Esports,8,5,3,,Acend,13,6,7,,49:37
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 1,G2 Esports vs Acend,Haven,G2 Esports,13,5,8,,Acend,11,4,7,,50:03
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 1,G2 Esports vs Acend,Bind,G2 Esports,13,9,4,,Acend,5,2,3,,
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 1,BBL Esports vs Guild Esports,Haven,BBL Esports,3,3,0,,Guild Esports,13,4,9,,38:55
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 1,BBL Esports vs Guild Esports,Fracture,BBL Esports,10,7,3,,Guild Esports,13,8,5,,54:32
